Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres
GAME,4.6,21266,45M,"100,000+",Paid,$2.99,Teen,Action
PERSONALIZATION,4.5,314,11M,"10,000+",Free,0,Everyone,Personalization
SOCIAL,4.8,725,3.7M,"10,000+",Free,0,Teen,Social
TOOLS,,37,6.5M,100+,Free,0,Everyone,Tools
EVENTS,,13,27M,"1,000+",Free,0,Everyone,Events
PRODUCTIVITY,4.4,2728941,Varies with device,"1,000,000,000+",Free,0,Everyone,Productivity
FAMILY,4.4,160,8.5M,"5,000+",Free,0,Everyone,Entertainment
FAMILY,,7,5.4M,"1,000+",Free,0,Everyone,Puzzle
MEDICAL,4.3,44,34M,"10,000+",Free,0,Everyone,Medical
HOUSE_AND_HOME,4.4,11200,25M,"1,000,000+",Free,0,Everyone,House & Home
NEWS_AND_MAGAZINES,4.3,3684,Varies with device,"100,000+",Free,0,Everyone 10+,News & Magazines
FAMILY,4.2,97,8.9M,"10,000+",Free,0,Everyone,Entertainment
NEWS_AND_MAGAZINES,4.5,27,7.1M,500+,Free,0,Everyone,News & Magazines
FAMILY,4.3,21,2.5M,"1,000+",Free,0,Everyone,Entertainment
TOOLS,4.3,31,228k,"5,000+",Free,0,Everyone,Tools
TOOLS,4.6,21,8.9M,"1,000+",Free,0,Everyone,Tools
DATING,3.5,69,36M,"5,000+",Free,0,Mature 17+,Dating
TOOLS,,0,2.2M,100+,Free,0,Everyone,Tools
GAME,4.3,834117,44M,"10,000,000+",Free,0,Teen,Action
TOOLS,4.6,2246379,5.1M,"50,000,000+",Free,0,Everyone,Tools
FAMILY,,0,21M,1+,Paid,$2.49,Everyone,Education
PERSONALIZATION,4.4,37234,7.3M,"1,000,000+",Free,0,Everyone,Personalization
FINANCE,3.7,120,31M,"10,000+",Free,0,Everyone,Finance
TOOLS,4.2,28860,Varies with device,"100,000,000+",Free,0,Everyone,Tools
TRAVEL_AND_LOCAL,4.3,15,14M,"10,000+",Free,0,Everyone,Travel & Local
EDUCATION,4.2,642,Varies with device,"50,000+",Free,0,Everyone,Education
BUSINESS,5.0,1,4.3M,5+,Free,0,Everyone,Business
GAME,3.7,31883,20M,"1,000,000+",Free,0,Teen,Action
BOOKS_AND_REFERENCE,4.5,96419,Varies with device,"5,000,000+",Free,0,Everyone,Books & Reference
BUSINESS,4.3,54520,Varies with device,"10,000,000+",Free,0,Everyone,Business
HEALTH_AND_FITNESS,4.3,7895,3.3M,"500,000+",Free,0,Everyone,Health & Fitness
FINANCE,4.3,323,17M,"10,000+",Free,0,Everyone,Finance
FAMILY,3.6,215,2.6M,"50,000+",Free,0,Everyone,Puzzle
BUSINESS,,1,25M,50+,Free,0,Teen,Business
GAME,4.0,795,41M,"100,000+",Free,0,Teen,Action
SHOPPING,4.7,67071,40M,"1,000,000+",Free,0,Everyone,Shopping
LIFESTYLE,3.4,552,22M,"10,000+",Free,0,Everyone,Lifestyle
PERSONALIZATION,4.3,58617,26M,"1,000,000+",Paid,$0.99,Everyone,Personalization
FAMILY,4.2,3478,Varies with device,"500,000+",Free,0,Everyone,Communication;Creativity
PERSONALIZATION,4.5,2,3.0M,100+,Free,0,Everyone,Personalization
PERSONALIZATION,4.5,2,10M,500+,Free,0,Mature 17+,Personalization
TRAVEL_AND_LOCAL,3.7,40,9.0M,"1,000+",Paid,$8.49,Everyone,Travel & Local
TOOLS,5.0,2,3.5M,10+,Free,0,Everyone,Tools
PERSONALIZATION,4.4,47393,7.2M,"10,000,000+",Free,0,Everyone,Personalization
LIFESTYLE,4.6,815893,4.4M,"10,000,000+",Free,0,Everyone,Lifestyle
TRAVEL_AND_LOCAL,3.1,16,18M,"5,000+",Free,0,Everyone,Travel & Local
FAMILY,3.7,433,Varies with device,"50,000+",Free,0,Teen,Entertainment
HEALTH_AND_FITNESS,,2,Varies with device,500+,Free,0,Everyone,Health & Fitness
FAMILY,4.6,49210,99M,"1,000,000+",Free,0,Everyone 10+,Role Playing
SOCIAL,4.3,112223,34M,"1,000,000+",Free,0,Mature 17+,Social
PRODUCTIVITY,4.2,182,7.0M,"50,000+",Free,0,Everyone,Productivity
DATING,2.8,80,5.5M,"10,000+",Free,0,Teen,Dating
FAMILY,4.5,6,22M,500+,Free,0,Everyone,Entertainment
TOOLS,4.8,1955,14M,"100,000+",Free,0,Everyone,Tools
TOOLS,,0,16M,50+,Free,0,Everyone,Tools
COMMUNICATION,,0,Varies with device,"1,000+",Free,0,Everyone,Communication
PRODUCTIVITY,4.0,499,4.7M,"10,000+",Free,0,Everyone,Productivity
BUSINESS,4.1,1828,13M,"100,000+",Free,0,Everyone,Business
BOOKS_AND_REFERENCE,3.2,5,8.2M,"1,000+",Free,0,Everyone,Books & Reference
SOCIAL,,1,Varies with device,100+,Free,0,Teen,Social
TOOLS,3.4,71852,22M,"5,000,000+",Free,0,Everyone,Tools
SPORTS,4.2,277904,Varies with device,"5,000,000+",Free,0,Mature 17+,Sports
FAMILY,4.3,21804,44M,"1,000,000+",Paid,$0.99,Everyone 10+,Role Playing
COMMUNICATION,4.3,27156,66M,"5,000,000+",Free,0,Everyone,Communication
MEDICAL,3.6,18,3.5M,"1,000+",Free,0,Everyone,Medical
PRODUCTIVITY,4.7,536926,Varies with device,"10,000,000+",Free,0,Everyone,Productivity
FAMILY,3.8,52,55M,"10,000+",Paid,$2.99,Everyone,Educational;Pretend Play
GAME,4.5,776730,49M,"10,000,000+",Free,0,Everyone 10+,Action
BUSINESS,4.4,26572,41M,"1,000,000+",Free,0,Everyone,Business
LIBRARIES_AND_DEMO,3.9,53,334k,"10,000+",Free,0,Everyone,Libraries & Demo
SPORTS,4.2,798,4.7M,"50,000+",Free,0,Everyone 10+,Sports
SOCIAL,3.6,40,1.5M,"5,000+",Free,0,Everyone,Social
FAMILY,4.5,74,2.8M,"5,000+",Free,0,Everyone,Entertainment
FAMILY,4.3,2171,12M,"100,000+",Free,0,Everyone,Puzzle
PERSONALIZATION,,2,12M,100+,Free,0,Teen,Personalization
HOUSE_AND_HOME,4.5,39123,Varies with device,"1,000,000+",Free,0,Everyone,House & Home
VIDEO_PLAYERS,4.3,138337,Varies with device,"10,000,000+",Free,0,Everyone,Video Players & Editors
HEALTH_AND_FITNESS,4.8,19543,Varies with device,"100,000+",Paid,$2.99,Everyone,Health & Fitness
FAMILY,4.0,1469,5.2M,"100,000+",Free,0,Everyone,Entertainment
EDUCATION,4.4,90481,Varies with device,"5,000,000+",Free,0,Everyone,Education
MEDICAL,5.0,1,27M,100+,Free,0,Everyone,Medical
FOOD_AND_DRINK,4.7,51543,Varies with device,"1,000,000+",Free,0,Everyone,Food & Drink
MAPS_AND_NAVIGATION,4.5,6,2.5M,50+,Free,0,Everyone,Maps & Navigation
TOOLS,,0,10M,100+,Free,0,Everyone,Tools
WEATHER,4.2,24349,9.2M,"1,000,000+",Free,0,Everyone,Weather
GAME,4.6,23133508,97M,"100,000,000+",Free,0,Everyone 10+,Strategy
FAMILY,4.6,51973,27M,"1,000,000+",Free,0,Everyone,Role Playing
BOOKS_AND_REFERENCE,4.6,124970,Varies with device,"5,000,000+",Free,0,Teen,Books & Reference
NEWS_AND_MAGAZINES,3.1,735,6.3M,"500,000+",Free,0,Everyone,News & Magazines
VIDEO_PLAYERS,,2,6.9M,500+,Free,0,Everyone,Video Players & Editors
FOOD_AND_DRINK,4.5,155944,35M,"5,000,000+",Free,0,Everyone,Food & Drink
DATING,4.1,305708,Varies with device,"10,000,000+",Free,0,Mature 17+,Dating
SOCIAL,4.1,568,27M,"100,000+",Free,0,Mature 17+,Social
GAME,3.7,413609,22M,"10,000,000+",Free,0,Mature 17+,Racing
TOOLS,4.2,7339,4.0M,"100,000+",Free,0,Everyone,Tools
TRAVEL_AND_LOCAL,4.1,60,13M,"1,000+",Free,0,Everyone,Travel & Local
VIDEO_PLAYERS,3.6,5639,Varies with device,"1,000,000+",Free,0,Everyone,Video Players & Editors
FOOD_AND_DRINK,4.6,1398,10M,"100,000+",Free,0,Everyone 10+,Food & Drink
HEALTH_AND_FITNESS,4.1,62616,Varies with device,"5,000,000+",Free,0,Teen,Health & Fitness
VIDEO_PLAYERS,3.5,51,11M,"10,000+",Free,0,Everyone,Video Players & Editors
COMMUNICATION,4.3,41420,19M,"5,000,000+",Free,0,Everyone,Communication
TOOLS,2.1,149,2.8M,"50,000+",Free,0,Everyone,Tools
HEALTH_AND_FITNESS,4.7,55571,12M,"1,000,000+",Free,0,Everyone,Health & Fitness
HEALTH_AND_FITNESS,4.4,69395,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness
MEDICAL,4.6,625,8.4M,"10,000+",Paid,$3.99,Everyone,Medical
FOOD_AND_DRINK,4.3,19314,43M,"1,000,000+",Free,0,Everyone,Food & Drink
GAME,4.6,2750645,Varies with device,"100,000,000+",Free,0,Everyone,Racing
TOOLS,4.1,37333,Varies with device,"50,000,000+",Free,0,Everyone,Tools
SHOPPING,4.2,609186,30M,"10,000,000+",Free,0,Everyone,Shopping
TOOLS,4.1,28,2.5M,"10,000+",Free,0,Everyone,Tools
LIFESTYLE,4.1,49147,13M,"1,000,000+",Free,0,Everyone,Lifestyle
GAME,,4,20M,500+,Free,0,Everyone,Racing
MEDICAL,3.0,4,3.4M,500+,Paid,$0.99,Everyone,Medical
FAMILY,4.9,38,5.0M,"1,000+",Free,0,Everyone,Education
FINANCE,4.7,706301,Varies with device,"10,000,000+",Free,0,Everyone,Finance
GAME,4.5,1468638,Varies with device,"50,000,000+",Free,0,Mature 17+,Action
PRODUCTIVITY,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,Productivity
COMMUNICATION,4.5,5149854,Varies with device,"100,000,000+",Free,0,Everyone,Communication
TOOLS,4.7,6505,2.0M,"50,000+",Paid,$2.99,Everyone,Tools
GAME,4.4,38419,100M,"1,000,000+",Paid,$0.99,Everyone 10+,Action
PRODUCTIVITY,,3,4.4M,100+,Free,0,Everyone,Productivity
FAMILY,4.2,632,50M,"100,000+",Free,0,Everyone,Simulation
COMMUNICATION,4.4,93825,11M,"5,000,000+",Free,0,Everyone,Communication
VIDEO_PLAYERS,4.4,1031045,Varies with device,"100,000,000+",Free,0,Everyone,Video Players & Editors
FAMILY,4.7,39,20M,"1,000+",Free,0,Everyone,Education
FAMILY,4.0,48731,68M,"5,000,000+",Free,0,Everyone,Simulation
PRODUCTIVITY,4.0,4,8.2M,500+,Free,0,Everyone,Productivity
MAPS_AND_NAVIGATION,4.4,509,17M,"100,000+",Free,0,Everyone,Maps & Navigation
GAME,3.8,16282,35M,"1,000,000+",Free,0,Teen,Action
SHOPPING,,5,19M,500+,Free,0,Everyone,Shopping
HEALTH_AND_FITNESS,4.2,14709,15M,"5,000,000+",Free,0,Everyone,Health & Fitness
SPORTS,4.4,172,49M,"5,000+",Paid,$2.99,Everyone,Sports
TOOLS,4.2,19096,10M,"1,000,000+",Free,0,Everyone,Tools
SOCIAL,4.2,4831125,Varies with device,"1,000,000,000+",Free,0,Teen,Social
MEDICAL,,0,29M,100+,Free,0,Everyone,Medical
SPORTS,4.1,4374,53M,"100,000+",Free,0,Everyone,Sports
EVENTS,5.0,3,30M,500+,Free,0,Everyone,Events
GAME,4.4,3697174,36M,"50,000,000+",Free,0,Teen,Action
SHOPPING,4.4,25717,Varies with device,"1,000,000+",Free,0,Teen,Shopping
LIFESTYLE,3.7,33264,18M,"10,000,000+",Free,0,Everyone,Lifestyle
MEDICAL,,0,29M,100+,Free,0,Everyone,Medical
HEALTH_AND_FITNESS,4.1,111465,Varies with device,"5,000,000+",Free,0,Everyone,Health & Fitness
HEALTH_AND_FITNESS,3.5,217,9.4M,"50,000+",Free,0,Teen,Health & Fitness
MEDICAL,3.8,700,37M,"100,000+",Free,0,Everyone,Medical
FAMILY,3.4,121,6.3M,"10,000+",Free,0,Everyone,Entertainment
PHOTOGRAPHY,3.5,49523,Varies with device,"5,000,000+",Free,0,Everyone,Photography
ENTERTAINMENT,4.5,470089,Varies with device,"50,000,000+",Free,0,Everyone,Entertainment;Music & Video
COMMUNICATION,2.3,223,1.0M,"5,000+",Paid,$1.49,Everyone,Communication
PERSONALIZATION,,2,16M,100+,Free,0,Teen,Personalization
TOOLS,4.1,981,73k,"100,000+",Free,0,Everyone,Tools
BUSINESS,4.3,1002859,35M,"100,000,000+",Free,0,Everyone,Business
TOOLS,4.4,885187,22M,"50,000,000+",Free,0,Everyone,Tools
BUSINESS,4.7,10,Varies with device,100+,Free,0,Everyone,Business
FAMILY,5.0,100,10M,"1,000+",Free,0,Everyone,Education
DATING,4.1,11633,23M,"500,000+",Free,0,Mature 17+,Dating
TOOLS,3.8,40934,5.2M,"1,000,000+",Free,0,Everyone,Tools
FAMILY,,0,21M,100+,Free,0,Everyone,Education
PERSONALIZATION,,8,20M,"1,000+",Free,0,Everyone,Personalization
LIFESTYLE,3.2,5,9.5M,100+,Free,0,Everyone,Lifestyle
GAME,4.3,1489,67M,"100,000+",Free,0,Teen,Action
TOOLS,3.4,29854,5.0M,"1,000,000+",Free,0,Everyone,Tools
GAME,3.9,6200,Varies with device,"500,000+",Free,0,Everyone 10+,Racing
BOOKS_AND_REFERENCE,4.8,47303,21M,"1,000,000+",Free,0,Everyone,Books & Reference
MEDICAL,4.5,133,2.8M,"10,000+",Paid,$2.99,Everyone,Medical
GAME,4.3,34494,23M,"5,000,000+",Free,0,Everyone 10+,Arcade
FAMILY,4.3,50887,91M,"5,000,000+",Free,0,Everyone,Education;Education
NEWS_AND_MAGAZINES,2.6,820,Varies with device,"100,000+",Free,0,Everyone,News & Magazines
PERSONALIZATION,4.3,505,288k,"10,000+",Paid,$1.99,Everyone,Personalization
PHOTOGRAPHY,4.3,194,1.5M,"10,000+",Free,0,Everyone,Photography
COMMUNICATION,4.3,346982,Varies with device,"10,000,000+",Free,0,Everyone,Communication
NEWS_AND_MAGAZINES,2.5,81,6.7M,"10,000+",Free,0,Mature 17+,News & Magazines
FAMILY,4.4,496,94M,"100,000+",Free,0,Everyone,Education;Education
FAMILY,4.5,4449910,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure
TOOLS,4.3,3509,6.5M,"1,000,000+",Free,0,Everyone,Tools
WEATHER,4.2,18425,5.3M,"1,000,000+",Free,0,Everyone,Weather
TOOLS,4.1,67,4.1M,"10,000+",Free,0,Everyone,Tools
BUSINESS,,2,98M,10+,Free,0,Everyone,Business
TOOLS,3.5,154,3.4M,"10,000+",Free,0,Everyone,Tools
HEALTH_AND_FITNESS,3.5,293,19M,"50,000+",Free,0,Everyone,Health & Fitness
SOCIAL,4.1,382120,28M,"10,000,000+",Free,0,Everyone,Social
MEDICAL,3.4,51,2.4M,"1,000+",Paid,$29.99,Everyone,Medical
NEWS_AND_MAGAZINES,,17,4.4M,100+,Free,0,Everyone,News & Magazines
COMMUNICATION,4.0,9498,118k,"1,000,000+",Free,0,Everyone,Communication
FAMILY,4.5,12293,4.0M,"1,000,000+",Free,0,Everyone,Entertainment
FAMILY,3.6,8,3.7M,500+,Free,0,Everyone,Entertainment
TOOLS,3.9,71,1.1M,"10,000+",Free,0,Everyone,Tools
PHOTOGRAPHY,,2,4.2M,100+,Free,0,Everyone,Photography
PERSONALIZATION,4.1,47,26k,"1,000+",Paid,$4.99,Everyone,Personalization
GAME,4.4,3715656,36M,"50,000,000+",Free,0,Teen,Action
FAMILY,4.4,318867,10M,"10,000,000+",Free,0,Everyone,Puzzle
SPORTS,4.6,315,4.3M,"1,000+",Paid,$2.99,Everyone,Sports
PRODUCTIVITY,4.2,2412,192k,"100,000+",Free,0,Everyone,Productivity
SHOPPING,4.7,1084945,Varies with device,"50,000,000+",Free,0,Teen,Shopping
PRODUCTIVITY,,0,17M,100+,Free,0,Everyone,Productivity
PHOTOGRAPHY,4.0,35725,9.9M,"1,000,000+",Free,0,Everyone,Photography
PHOTOGRAPHY,4.7,233039,24M,"10,000,000+",Free,0,Everyone,Photography
FAMILY,4.6,361970,58M,"5,000,000+",Free,0,Everyone,Casual;Pretend Play
BOOKS_AND_REFERENCE,3.9,286,18M,"10,000+",Free,0,Everyone,Books & Reference
GAME,4.6,3093932,Varies with device,"10,000,000+",Free,0,Everyone,Casual
PRODUCTIVITY,4.7,287250,Varies with device,"50,000,000+",Free,0,Everyone,Productivity
TRAVEL_AND_LOCAL,,0,5.7M,5+,Free,0,Everyone,Travel & Local
TOOLS,4.1,29,2.3M,"5,000+",Free,0,Everyone,Tools
FAMILY,4.4,3570,21M,"100,000+",Paid,$2.99,Everyone 10+,Strategy
DATING,4.2,24,4.9M,"1,000+",Free,0,Mature 17+,Dating
FAMILY,3.6,740,71M,"50,000+",Free,0,Everyone,Simulation
SPORTS,4.4,328,11M,"10,000+",Free,0,Everyone,Sports
FINANCE,4.5,46106,22M,"1,000,000+",Free,0,Everyone,Finance
NEWS_AND_MAGAZINES,,1,3.7M,100+,Free,0,Everyone,News & Magazines
TOOLS,4.5,101738,10M,"1,000,000+",Free,0,Everyone,Tools
FAMILY,4.3,322976,Varies with device,"5,000,000+",Free,0,Teen,Simulation
SPORTS,2.6,64,1.6M,"10,000+",Free,0,Everyone,Sports
ENTERTAINMENT,4.1,27424,17M,"1,000,000+",Free,0,Teen,Entertainment
LIFESTYLE,3.9,18961,1.8M,"5,000,000+",Free,0,Everyone,Lifestyle
PHOTOGRAPHY,4.2,914917,Varies with device,"50,000,000+",Free,0,Everyone,Photography
PHOTOGRAPHY,3.4,30,3.0M,"10,000+",Free,0,Everyone,Photography
FINANCE,4.6,964,14M,"10,000+",Free,0,Everyone,Finance
MEDICAL,4.4,576,Varies with device,"5,000+",Paid,$2.49,Everyone,Medical
AUTO_AND_VEHICLES,4.8,4,4.5M,500+,Free,0,Everyone,Auto & Vehicles
FAMILY,4.6,407694,Varies with device,"5,000,000+",Free,0,Teen,Simulation
GAME,4.5,696,Varies with device,"100,000+",Free,0,Everyone,Action
FAMILY,,0,33M,100+,Free,0,Everyone,Education
BUSINESS,,1,17M,100+,Free,0,Everyone,Business
DATING,3.9,1576,Varies with device,"10,000+",Free,0,Mature 17+,Dating
FAMILY,4.1,26347,48M,"1,000,000+",Free,0,Everyone 10+,Entertainment
PARENTING,4.2,20,17M,"10,000+",Free,0,Everyone,Parenting
TRAVEL_AND_LOCAL,4.3,2649,25M,"500,000+",Free,0,Everyone,Travel & Local
PRODUCTIVITY,4.4,56713,25M,"1,000,000+",Free,0,Everyone,Productivity
NEWS_AND_MAGAZINES,3.9,877643,13M,"1,000,000,000+",Free,0,Teen,News & Magazines
COMMUNICATION,4.1,28238,17M,"1,000,000+",Free,0,Everyone,Communication
GAME,4.2,522466,37M,"10,000,000+",Free,0,Mature 17+,Role Playing
FAMILY,4.3,3976,98M,"100,000+",Free,0,Teen,Strategy
PHOTOGRAPHY,4.3,20,4.8M,"1,000+",Free,0,Everyone,Photography
FINANCE,4.6,157505,Varies with device,"5,000,000+",Free,0,Everyone,Finance
DATING,2.7,3,3.9M,100+,Free,0,Mature 17+,Dating
FAMILY,4.2,72,2.5M,"10,000+",Free,0,Teen,Entertainment
FINANCE,4.4,32,2.3M,"1,000+",Free,0,Everyone,Finance
PRODUCTIVITY,,9,2.3M,10+,Free,0,Everyone,Productivity
BOOKS_AND_REFERENCE,4.3,1476,41M,"100,000+",Free,0,Everyone,Books & Reference
GAME,3.7,91,24M,"10,000+",Free,0,Everyone,Action
PHOTOGRAPHY,,1,67M,50+,Free,0,Everyone,Photography
DATING,3.5,2593,5.0M,"500,000+",Free,0,Mature 17+,Dating
GAME,4.4,208501,56M,"1,000,000+",Free,0,Teen,Adventure
FAMILY,5.0,2,1.2M,500+,Free,0,Everyone,Education
GAME,3.8,8482,45M,"1,000,000+",Free,0,Everyone,Racing
FAMILY,4.1,17,2.2M,"10,000+",Free,0,Everyone,Education
FINANCE,4.3,129304,Varies with device,"5,000,000+",Free,0,Everyone,Finance
FAMILY,4.1,1655,83M,"100,000+",Free,0,Everyone,Role Playing
FAMILY,4.2,731,Varies with device,"100,000+",Free,0,Everyone,Educational;Education
HEALTH_AND_FITNESS,,0,Varies with device,"10,000+",Free,0,Everyone,Health & Fitness
FAMILY,4.5,65,24M,"10,000+",Free,0,Everyone,Casual
PRODUCTIVITY,4.7,10,7.1M,"1,000+",Free,0,Everyone,Productivity
GAME,3.4,2218,11M,"500,000+",Free,0,Everyone,Arcade
GAME,4.7,1125017,25M,"10,000,000+",Free,0,Everyone,Puzzle
FAMILY,4.3,392596,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure
LIFESTYLE,4.3,1118201,Varies with device,"10,000,000+",Free,0,Mature 17+,Lifestyle
PARENTING,4.7,39,95M,"10,000+",Free,0,Everyone,Parenting
FINANCE,4.4,7731,24M,"100,000+",Free,0,Everyone,Finance
ART_AND_DESIGN,4.0,591,9.4M,"500,000+",Free,0,Everyone,Art & Design
GAME,4.0,1287,38M,"50,000+",Free,0,Everyone,Word
GAME,4.2,16237,23M,"500,000+",Free,0,Everyone,Racing
SPORTS,3.9,5644,14M,"1,000,000+",Free,0,Everyone,Sports
VIDEO_PLAYERS,4.5,714665,50M,"10,000,000+",Free,0,Everyone,Video Players & Editors
TRAVEL_AND_LOCAL,,0,29M,1+,Free,0,Everyone,Travel & Local
MEDICAL,3.7,9,2.9M,500+,Free,0,Everyone,Medical
DATING,4.0,28671,Varies with device,"1,000,000+",Free,0,Mature 17+,Dating
HEALTH_AND_FITNESS,4.0,2490,3.8M,"500,000+",Free,0,Everyone 10+,Health & Fitness
NEWS_AND_MAGAZINES,4.1,2808,Varies with device,"100,000+",Free,0,Everyone,News & Magazines
FAMILY,3.9,93,28M,"10,000+",Free,0,Everyone,Education
BOOKS_AND_REFERENCE,3.9,1778,4.9M,"500,000+",Free,0,Mature 17+,Books & Reference
BUSINESS,,0,11M,50+,Free,0,Teen,Business
TOOLS,3.4,1555,4.1M,"100,000+",Free,0,Everyone,Tools
LIFESTYLE,4.0,53144,21M,"5,000,000+",Free,0,Everyone,Lifestyle
PHOTOGRAPHY,4.3,751766,Varies with device,"10,000,000+",Free,0,Everyone,Photography
FOOD_AND_DRINK,4.7,1032935,Varies with device,"10,000,000+",Free,0,Everyone,Food & Drink
FAMILY,,1317,60M,"100,000+",Free,0,Everyone,Simulation
HEALTH_AND_FITNESS,4.5,38487,60M,"1,000,000+",Free,0,Teen,Health & Fitness
COMICS,3.2,1446,7.1M,"100,000+",Free,0,Mature 17+,Comics
FAMILY,,3,25M,100+,Free,0,Everyone,Puzzle
SOCIAL,,4,8.9M,500+,Free,0,Everyone,Social
BUSINESS,,2,6.7M,100+,Free,0,Everyone,Business
FAMILY,4.4,847,21M,"10,000+",Free,0,Everyone,Education
TOOLS,4.0,88,2.0M,"10,000+",Paid,$1.99,Everyone,Tools
PRODUCTIVITY,4.5,112,2.4M,"1,000+",Paid,$7.99,Everyone,Productivity
GAME,4.0,41759,12M,"1,000,000+",Free,0,Everyone,Arcade
TOOLS,,1,3.2M,10+,Free,0,Everyone,Tools
FAMILY,4.0,8,3.6M,500+,Free,0,Everyone,Entertainment
FINANCE,4.9,8,3.1M,500+,Free,0,Everyone,Finance
FAMILY,,0,9.7M,1+,Free,0,Mature 17+,Entertainment
LIFESTYLE,4.2,31,25M,"1,000+",Free,0,Everyone,Lifestyle
FAMILY,3.3,1407,1.4M,"100,000+",Free,0,Everyone,Entertainment
SOCIAL,4.2,79129,23M,"5,000,000+",Free,0,Teen,Social
FAMILY,4.6,15301,18M,"100,000+",Paid,$2.99,Everyone,Puzzle;Brain Games
PHOTOGRAPHY,4.3,68071,Varies with device,"5,000,000+",Free,0,Everyone,Photography
TOOLS,5.0,6,11M,100+,Free,0,Everyone,Tools
FAMILY,,24,44k,"1,000+",Free,0,Everyone,Education
FINANCE,4.0,732,5.5M,"50,000+",Free,0,Everyone,Finance
TOOLS,2.0,24,35M,"1,000+",Free,0,Everyone,Tools
TOOLS,3.4,16,4.0M,"5,000+",Free,0,Everyone,Tools
DATING,4.4,198,28M,"10,000+",Free,0,Mature 17+,Dating
TOOLS,3.8,415,2.7M,"50,000+",Free,0,Everyone,Tools
SOCIAL,4.8,3782,63M,"50,000+",Free,0,Teen,Social
SPORTS,3.9,4272,16M,"500,000+",Free,0,Everyone,Sports
FAMILY,4.3,207294,21M,"10,000,000+",Free,0,Everyone 10+,Education
ENTERTAINMENT,4.2,123279,25M,"10,000,000+",Free,0,Everyone 10+,Entertainment;Music & Video
HOUSE_AND_HOME,4.6,353800,Varies with device,"10,000,000+",Free,0,Everyone,House & Home
FAMILY,4.1,36151,46M,"1,000,000+",Free,0,Everyone,Simulation
DATING,3.0,1146,1.4M,"100,000+",Free,0,Mature 17+,Dating
GAME,3.7,11,4.8M,"5,000+",Free,0,Everyone,Card
MEDICAL,,2,1.4M,100+,Free,0,Everyone,Medical
HEALTH_AND_FITNESS,2.4,221,43M,"10,000+",Free,0,Everyone,Health & Fitness
GAME,4.0,120592,77M,"10,000,000+",Free,0,Everyone 10+,Strategy
COMMUNICATION,4.6,1130966,27M,"10,000,000+",Free,0,Everyone,Communication
TOOLS,4.1,1657,2.0M,"100,000+",Free,0,Everyone,Tools
GAME,4.8,549720,85M,"10,000,000+",Free,0,Everyone,Simulation
LIFESTYLE,4.6,1658,9.7M,"100,000+",Free,0,Everyone,Lifestyle
SHOPPING,4.0,6,20M,100+,Free,0,Everyone,Shopping
FINANCE,4.2,17,4.7M,"5,000+",Free,0,Everyone,Finance
LIFESTYLE,5.0,19,11M,500+,Free,0,Everyone,Lifestyle
LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle
SOCIAL,4.0,88486,Varies with device,"5,000,000+",Free,0,Mature 17+,Social
MEDICAL,,0,29M,100+,Free,0,Everyone,Medical
FAMILY,1.0,1,2.0M,50+,Paid,$1.49,Everyone,Education
FAMILY,4.8,33,6.7M,"5,000+",Free,0,Everyone,Education
WEATHER,4.2,29,3.5M,"5,000+",Free,0,Everyone,Weather
HEALTH_AND_FITNESS,4.2,270294,58M,"5,000,000+",Free,0,Everyone,Health & Fitness
GAME,4.0,48,4.1M,"1,000+",Paid,$1.99,Everyone,Card
FAMILY,4.3,87,30M,"10,000+",Free,0,Everyone,Education
TOOLS,4.5,13479633,14M,"100,000,000+",Free,0,Everyone,Tools
COMMUNICATION,4.2,15880,32M,"1,000,000+",Free,0,Everyone,Communication
PERSONALIZATION,4.5,5783441,14M,"100,000,000+",Free,0,Everyone,Personalization
MEDICAL,4.4,275,5.8M,"10,000+",Free,0,Everyone 10+,Medical
SHOPPING,4.4,2788923,Varies with device,"100,000,000+",Free,0,Teen,Shopping
LIFESTYLE,5.0,3,4.0M,100+,Free,0,Everyone,Lifestyle
BEAUTY,4.8,104,12M,"10,000+",Free,0,Everyone,Beauty
MEDICAL,,0,5.1M,100+,Free,0,Everyone,Medical
FINANCE,4.5,101,6.9M,"10,000+",Free,0,Everyone,Finance
LIFESTYLE,,2,3.0M,500+,Free,0,Everyone,Lifestyle
LIBRARIES_AND_DEMO,4.3,15,460k,"1,000+",Free,0,Everyone,Libraries & Demo
SOCIAL,4.3,3781467,Varies with device,"100,000,000+",Free,0,Mature 17+,Social
SHOPPING,4.5,44588,20M,"5,000,000+",Free,0,Everyone,Shopping
FAMILY,4.3,879,Varies with device,"100,000+",Free,0,Everyone,Board;Brain Games
GAME,3.8,270687,38M,"10,000,000+",Free,0,Teen,Racing
FINANCE,,2,6.9M,10+,Free,0,Everyone,Finance
GAME,4.3,2045554,28M,"50,000,000+",Free,0,Teen,Role Playing
FAMILY,4.2,1752017,52M,"100,000,000+",Free,0,Everyone,Entertainment
BUSINESS,,1,13M,50+,Free,0,Everyone,Business
